time_s,position_m
7.597989949748744,23.017183909497234
7.64321608040201,23.07956869776016
7.688442211055277,23.139908083129214
7.733668341708543,23.198202065604406
7.778894472361809,23.254450645185727
7.824120603015076,23.308653821873186
7.869346733668342,23.360811595666775
7.914572864321609,23.4109239665665
7.959798994974875,23.45899093457236
8.00502512562814,23.50501249968435
8.050251256281408,23.548988661902477
8.095477386934673,23.590919421226737
8.14070351758794,23.630804777657133
8.185929648241206,23.66864473119366
8.231155778894472,23.704439281836315
8.27638190954774,23.73818842958511
8.321608040201005,23.769892174440038
8.366834170854272,23.7995505164011
8.412060301507537,23.827163455468295
8.457286432160805,23.852730991641625
8.50251256281407,23.87625312492109
8.547738693467338,23.897729855306686
8.592964824120603,23.917161182798413
8.63819095477387,23.934547107396277
8.683417085427136,23.949887629100274
